SL. ,Comment,Hate,Type
3763,Bhai faltu marka news kora off kore gali dilam na je news ta korche ,Yes,Others
3764,Norar jonno nise ,No,Not Hate
3765,Hoy ki r news er title ki dey.. shala matha mota article writer..,No,Not Hate
3766,Ami jashim uddin theke cng metre e bracu giyechilam 500tk ,No,Not Hate
3767,ajob koyekta buddhi protibondhi ase group e. ,Yes,Others
3768,Deikha chatai koira diyo,No,Not Hate
3769,Magi der sheet lagena.,Yes,Slang
3770,Sob test series e squad e tahke kinto kono somoy nei na,No,Not Hate
3771,hero alam ponde lagaw molom,Yes,Slang
3772,besi dami kinbn na .r oi dike iphone kohono original hoi na. r chok chok ala phone bhuleyo nibn na.1 la khono jaben na .taile prb hoibo na,No,Not Hate
3773,Copy phone sobgula,No,Not Hate
3774,ata gulistan kon jaiga?,No,Not Hate
3775,Akhan thaka Nia bar hota parban na,No,Not Hate
3776,Bai orginal charger koto,No,Not Hate
3777,hijratar rate koto??,Yes,Appearance
3778,joto boro hoche tomr toto pore jache amr,Yes,Sexual
3779,"Maigga,hijra go loge eto ki... Khacchor go moto",Yes,Slang
3780,Hijra naki pisoner gulo,Yes,Racial
3781,Kono cal girl aso...thakle knock daw.....valo price debo,Yes,Others
3782,Shb pic a ai baler hijra,Yes,Slang
3783,Sob khule tmr pix gulo dekhum r hat marum apu,Yes,Sexual
3784,Oita ki chele na meye?,Yes,Appearance
3785,Chilllll bro,No,Not Hate
3786,Hijra sagoler baccha 3 tare thabraite mon chay,Yes,Slang
3787,Bobbs gula kamor daoya dorkr,Yes,Sexual
3788,K k amr moto din e 5 bar falay,Yes,Sexual
3789,Dudh beshi barse,Yes,Sexual
3790,Sob khuila hat na mere thaka gelona r my step sis,Yes,Sexual
3791,or kih kono saririk somosha ase ...nski???,No,Not Hate
3792,salar beta dekhte hijra,Yes,Appearance
3793,Apnare dekhlei apnare oidin j chuida disilo oitar kotha mone pore,Yes,Others
3794,Pola na maiya!,Yes,Appearance
3795,Eta tmr ki lage ,No,Not Hate
3796,hijra magi,Yes,Slang
3797,Hijra,Yes,Slang
3798,Sathe ata meye naki,Yes,Appearance
3799,eita ke,No,Not Hate
3800,ata kon dhoroner prani?,No,Not Hate
3801,Hijra niye ghuro kn..deshe ki polar ovab porche?,Yes,Others
3802,Halar mukher mddhe doi falay dear dorkar ,Yes,Sexual
3803,Hizra,Yes,Appearance
3804,O re diya ki tumi tomare codao,Yes,Sexual
3805,Halar manush laganor jonno ekhon maiya saija thake,Yes,Appearance
3806,2jon e ladies,Yes,Appearance
3807,Bhoday ki tel lagaise naki,Yes,Sexual
3808,Tumi aco kothai..,No,Not Hate
3809,sob to mapa jacce,No,Not Hate
3810,nongrami last level,No,Not Hate
3811,"Bah, khub sundor lagche",No,Not Hate
3812,Vhoda dekbo,Yes,Sexual
3813,"Medha nai bole eivabe jibon jibika, opare kintu esob dekhaya par paoa jbe na bacha...",No,Not Hate
3814,Owo ki sundor. Ai vaaj dekhar jonno manusher koto opekkha khub sundor,Yes,Appearance
3815,Sry a bisoy ta secret share kora possible na,No,Not Hate
3816,Onek din por deklam,No,Not Hate
3817,Apnr kih mone hoi nah apnr gula din din boro hoitase,Yes,Sexual
3818,magir bacchar dudh dekhaite shorom kore na ,Yes,Sexual
3819,Tumar dudh gula tipte diba,Yes,Sexual
3820,looking beautiful,No,Not Hate
3821,Purai sexxy ,Yes,Sexual
3822,Apu brazzers apnake khujteche,Yes,Sexual
3823,tmr inbox ta check koro,No,Not Hate
3824,Ahaaa babe,No,Not Hate
3825,Pura khuila cobi ditay paro?,Yes,Sexual
3826,Apumoni boobs kotay tekay modified korsen ,Yes,Sexual
3827,Ibox a deowa jabe vai,No,Not Hate
3828,amne search korsili na?,No,Not Hate
3829,Sotti nam ta  ki go amio khuje paina ??,No,Not Hate
3830,Vaire vai Shazam use korlei to hoy,No,Not Hate
3831,moja payse moja payse,No,Not Hate
3832,Ei video gula dekhle depression kete jay,No,Not Hate
3833,Vai 3 nambar videor gantar nam ki,No,Not Hate
3834,Pran souch er din ses,No,Not Hate
3835,Ajo single aci,No,Not Hate
3836,Ahh sona go Amar khub kosto peye so go bolo,No,Not Hate
3837,Especial vedio dekhte chayle inbox,No,Not Hate
3838, jitte na parle O Eta dekhe valo lagche,No,Not Hate
3839,Last ball a jei kajta korse oita thik hoinai,No,Not Hate
3840,Pakistan madarchod,Yes,Racial
3841,Uni amader college e boshe ache,No,Not Hate
3842,koste vora jibon,No,Not Hate
3843,Acting na kore.. original try koren .. bro,No,Not Hate
3844,Ora obhinoi ke bhalobasha name dei,No,Not Hate
3845,Vai amader mohain college ene dekhtesi,No,Not Hate
3846,Tui valo hobe na sela ,Yes,Others
3847,Vai abul basar ke niye akta koren plz plz plz,No,Not Hate
3848,Bhai ra bhai hero alom ar o fan asy,No,Not Hate
3849,Ananta jolil er chai,No,Not Hate
3850,vaia apnr nmbr ta diyen plzz plzz plzz plzz plzz plzz,No,Not Hate
3851,full dekh moja pabi ,No,Not Hate
3852,O borda arar mohsin clg ot jaiyene prank call ,No,Not Hate
3853,Tumi amake fele or vedio dekho ,No,Not Hate
3854,ore magi tor kholer dosh,Yes,Slang
3855,"buker jomano betha, hero alam er kalo pasa",Yes,Appearance
3856,Ekhon ki tui kanna korbi?,No,Not Hate
3857,Shosta publicity,No,Not Hate
3858,Makeup girl Ra ki gorib naki gram theke uthe asha meyeder dress up kharap ?  ,No,Not Hate
3859,Manush re choto toh apni e kortesen ,No,Not Hate
3860,"Amar sir ekta kotha bole..""Chodai muri khaw jaw""",Yes,Slang
3861,Mohila bolate problem ta kothay??Hudai lafano baad diye have some pani ,No,Not Hate
3862,Khaled Kay daksi bhai Alia bhatt re cinse na tai re kila cinbo..,No,Not Hate
3863,ekebare hacca kota koichen vai ,No,Not Hate
3864,vai ekn apnar pise porbo ei maia,No,Not Hate
3865,ji api bujhlam but taal ke til banailen ken,No,Not Hate
3866,arr football khela miss universe diye hoy nah. sharadin make up pore boshe thaka arr mathar ghaam paye fele desh er shunam barano arek jish. chenel i e toh dekhlam ki answer hobe oitao script leikha dey kintu tara bolte pare nah,No,Not Hate
3867,judi 30 min football khelen taile apner mathay taak porbe 100% sure.,No,Not Hate
3868,Apu fataia desen akdom,No,Not Hate
3869,Ei maya k kosom allahr ei first name sonce and ei maya k dakce ,No,Not Hate
3870,Ami to aj dekhlam ke aida kothakar model Kao janle janan plz?,No,Not Hate
3871,Ami Miss universe Bangladesh.........Ka Aj cinlam..,No,Not Hate
3872,Ei make up artist der karonei tmi miss bangladesh hoiso...apu...  noyto ei cheharay miss alaka o hoita na,Yes,Appearance
3873,"Onara abar answer dey manusher pashe thakbo amra,goribder sahajjo korbo bla bla.Otocho enar kotha shuina mone hoy kivabe arekjonke respect dite hoy uni janen na",Yes,Racial
3874,"nijerei to nije choto kortesen... na  ""mohila"" kono kharap word r na ""makeup girl"" kono disrespectful term.... 2 tar konotai jodi apnar offensive monehoy,",No,Not Hate
3875,apnake makeup korleo arokom ei lage ,Yes,Appearance
3876, Nije toh purai Ekta drum nijer fitness dekhchen? Purai alu,Yes,Appearance
3877,Apnara onek lokjon chinse Jamal Bhuyan er video maddome..,No,Not Hate
3878,Thanks to jamal vai.. tar jonno apnake chinlam ajke,No,Not Hate
3879,shauwar miss Universe Bangladesh tumi,Yes,Slang
3880,JB6 er jonno ajke public tomare chinlo. R Bangladesh er miss universe or miss world or miss mars egular level koto nimno maner ta sobai jane.. Aise amar miss universe alien.,Yes,Others
3881,Sorry but not sorry apnake amio chini na ei j jamal bhai apaner nia kisu ekta bollo apni ekta puchka video kore nekami korlen ei karone ajk apnake chinlam jamal bhai to apnar career banai dilo afa! ,No,Not Hate
3882,Na chinte e pare. Shobai shobai k chine naki? Oneke to nijer shob relative DER o chine na. Karo biyer dawate 1 st time meet kore,No,Not Hate
3883,Apni miss Bangladesh? Apnar ei post er ager post gulay toh 1k reach o nai omma :3 dekhsen eitai gebon xD,No,Not Hate
3884,Apner post e porena 1k likes ar apni hoilen miss bangladesh ... Jibone first time eto likes paisen ekta video te tao  er jonne ,No,Not Hate
3885,Btw boin Jamal Bhuiyar karonei jante parlm j apni miss Bangladeshu should be thankful to him,No,Not Hate
3886,Jamal bhuyan jonno tore cinlam ami tui k re,No,Not Hate
3887,Tumi amr ched er bal ,Yes,Slang
3888,Jibone dekhio nai tomare miss Bangladesh,No,Not Hate
3889,Kmne hoiso miss Bangladesh oita shobai jane. Mia tomar theke amr frnd er page a like beshi ,Yes,Others
3890,Be thankful to jamal bhai tomake mention krse Nahoi tumi kon ched er bal tomake manush chinto,Yes,Slang
3891,apu apne make up koren to jan plz ,Yes,Appearance
3892,kire tui ki bolos ki,No,Not Hate
3893,bolar por jansi apni Miss world Bangladesh ,No,Not Hate
3894,Tmi jamal vaire chino nh eta abar proudly bolteso ceh mis bd without brain no general knowledge ,No,Not Hate
3895,jamal bhuiyan Alia bhat re chinlo na r tomare chinte ashbo atleast jamal bhuiyan oi interview er jonno apanake ajk oneke chinte parse,No,Not Hate
3896,biswas korean rasel bhai or theka Amar ex oo besi sundor ,Yes,Appearance
3897,Ego te lagse maiyar but really thanks to him bcz tmi ke kokhonoi jantam na bd te arekta lame ase  nijeke viral korar jonne nice way ,No,Not Hate
3898,Apni amar kon bal je toi Jaman Bhuiyan ar position niya kotha bolen.Apnar position ta ki je onner position niya kotha bolen.Are apni toh apnar nijer publicity korar jonno ai video ta make korlen.Falto mohila. Abar ms world maray.,Yes,Others
3899,Uni khrp Ki emn bolse apu?,No,Not Hate
3900,unar jnnne apnk onkei chinbe,No,Not Hate
3901,ei apu re ami to ei 1st dekhlam ta o jamal bhuiyan interview r por,No,Not Hate
3902,ei betire chinos?,No,Not Hate
3903,Jamal Bhuiyan er video na dekhle jantam na je apni ei desh er kicu hoichen.....  Hudai nijer ijjot er 12 ta bajaien na....ar onar theka porche apnare nia Video banaile uni eigula dekhbe....vaire vai apne nijere ki mone koren asole!!!!,No,Not Hate
3904,Amar baal er miss world,Yes,Slang
3905,amon kno hoise thik kora jai na,No,Not Hate
3906,Ei meye bole miss bangladesh er theke nasir er bow bhalo Ar jamal bhuiyan payer soman howar joggota nai abar bole doubt jamal bhuiya kapor khuila star hoy nai toder moto,Yes,Others
3907,Jamal re na dekhle apnare o chintam na  ke vai tumi shirin akter shila? Anyway thank you as football fan ar apex er branding aro good holo ,No,Not Hate
3908,Jamal bhuiyar video na dekle tore chintm e nah tui keda tui abr miss Bangladesh..,No,Not Hate
3909,ei maiya miss Bangladesh?eidike judge ke dekhte chaoya amr mon,No,Not Hate
3910,Tomar moto ei dhon re keu sodeeeeo nah.. ,Yes,Slang
3911,JAMAL BHUIYAN er publicity lagbe apnar moto heda re diya?,Yes,Slang
3912,Sister bokachoda sister know your level at first,Yes,Slang
3913,oree attention seeker,No,Not Hate
3914,Amr Fb te joto gula frnd ase....shobai Hahaa Dise...ami Eto kosto paisi apnr kotha shuina....tao haha dite hoilo...Sry,No,Not Hate
3915,Actual fault ta hoitese amader. Khai dai kaj nai hudai manush re troll kore,No,Not Hate
3916,"""Mohila"" bolay kheippa gelo lmao",No,Not Hate
3917,dhet amar cheter bal,Yes,Slang
3918,togore keo chude na,Yes,Slang
3919,Ami nijew ajke 1st janlam r face dekhlam miss Bangladesh 2009 er,No,Not Hate
3920,Afa ki shundor koira apnare uposthapon korlo vaye ,No,Not Hate
3921,"apnare to chintam e na,,tar personality niye kotha bolar age,",No,Not Hate
3922,apnar personality ta iktu deikhen.,No,Not Hate
3923,Jamal bhai er jonno ajke cinlam apnare,No,Not Hate
3924,"Well api, Tumi DU er Applied physics er student",No,Not Hate
3925,1st miss Bangladesh but Public figure hisebe eto khani tumi reknowned na je sobai chinbe.,No,Not Hate
3926,JB tomake niyei kn baniye bolte jabe!,No,Not Hate
3927,Famous hote chole ashche nice!,No,Not Hate
3928,Footage khacchen bhalo kotha apnar jonno asholei ata drkr chilo.,No,Not Hate
3929,eshob bole ki market paowa jabe?,No,Not Hate
3930,Market to Jamal bhai uthaiche. unar karonei cinchi ekhn aro highlights hote caiteche. ,No,Not Hate
3931,ami o chini nainterview & unar post dekhei chinlami mean janlam arki ,No,Not Hate
3932,nijer mukhe nah bolle jati jantoi nah uni miss Bangladesh!!!!!,No,Not Hate
3933,Aunty dake nai dekhe raag korlo mone hoi apumoni,No,Not Hate
3934,Apu shudhu Jamal Bhai nh amio ajke janlam j apni miss world ,No,Not Hate
3935,"Meyetato shabolil vashatei Kotha bolse, shobai ta ke Niye hashahashi Korean kno.",No,Not Hate
3936,E vai eda abar kober miss Bangladesh...!  Amio to chintam nah age,No,Not Hate
3937,Jak valoi hoilo Jamal Bhuyan r maddhome apnk chinlm.,No,Not Hate
3938,Miss Bangladesh hoyeo mone hoy na eto ta attention paisilen kokhono,No,Not Hate
3939,Even kotojon apnay chinto er agee etao doubt ache.,No,Not Hate
3940,Ekhon miss Bangladesh re sobai chinse Jamal er jonno. You should thankful to him.,No,Not Hate
3941,Ore chodon tmi keda boin?,Yes,Slang
3942,Ajk first miss universe Bangladesh k cinlm.....  ,No,Not Hate
3943,Kharap kichu bolse naki! R makeup artist holei j gramer meye hobe eta k bolse,No,Not Hate
3944,R shosta publicity holo tmr ei video ta  unar publicity er proyojon porena sis ,No,Not Hate
3945,"Seriously, apnadr conversation tah ki cilo tah jani nh.",No,Not Hate
3946,But ato toko jani apu apnake ami jamal vai ar maddome cinlam.,No,Not Hate
3947,Taw still apnar nam jani nh.,No,Not Hate
3948,Oi oi salarput a ra tumi abr Miss Bangladesh 2019 bolo knu,Yes,Slang
3949,chagol mohila,Yes,Slang
3950,"Jaak apnar kisu follower barbe, ei uchilay",No,Not Hate
3951,Miss bangladesh hoisen erokom choto khato bepar niye pinched hoile kemne ki!Abar reaction video kortesen!,No,Not Hate
3952,Apni to vlo e Educated To H20 mane ki?,No,Not Hate
3953,Lol kobe kar miss Bangladesh ar theke amar ex Better,No,Not Hate
3954,POV: Nine fail meye zokhn celebrity hoye zay,No,Not Hate
3955,Controversy  Kore Shobai Famous Hoite Chay,No,Not Hate
3956,Btw Ajkei Prothom Dekhlam Apnake Miss Bangladesh,No,Not Hate
3957,Ohw apni miss bangladesh apnar theke amar bodhur ex oo sundor asetaka diya miss Bangladeshi howya jay..amar bondhur ex er moto howya jay na,No,Not Hate
3958,Jamal Bhuiyan cmnt korse boilai chinlam apnare apajan...you should thank him,No,Not Hate
3959,TorNanirHeda,Yes,Slang
3960,Jamal bhaiyar interview na dekhle apnar chehara ar naam o jantam na  miss Bangladesh 2019 o hoise naki miss Bangladesh rr por vabtei obak lage ,No,Not Hate
3961,"Oni bangla properly bolte pare nah tai""mohila "" bolse..tahole ki nibbi bolle khusi hoten? ",No,Not Hate
3962,Ar onar jonnoi miss universe e ekjon shela nam e achen..eta jante parlam,No,Not Hate
3963,Apnar aro onake Thanks bola ucit.. Onar kono kotha tei offensive kicu mone hoy ni..,No,Not Hate
3964,k go boin tumi...jamal Bhuiyan re thanks dew... Coz tar karone akon kotho jon a tumare ciner,No,Not Hate
3965,Lol vai ke apni koekjon bade mone hoy keo e apnake chinto na tai viral howar jonno kotto natok dekhte hoibo ,No,Not Hate
3966,Jottoshokol brain dead manush mohila bolse tai moron bole dilo,No,Not Hate
3967,Whatever congratulation akhn oneke jane apni miss bd r viral o hoisen celebrate koren r ki korben,No,Not Hate
3968,Ei video deikha ajke miss world 2019 re cinlm.. Shate ei video kre nijeke nije advertise korse,No,Not Hate
3969,Apnare onkjok chinse onar maddhome ebar thanks den  onare free te follower baray dilo..,No,Not Hate
3970,Bhai tmke keo chintoi na.. 80% people doesn't know you.. Jamal bhai er jonno ektu chinse manush you should appreciate.,No,Not Hate
3971,"Eta hocche ""Opu Bye"" er hariye jawa bon.",No,Not Hate
3972,blv koren amiii apnre age kono din deksi kina mone pore na but ami Jamal Bhuyan vai er jnno apnk ajke dheklam & janlam apni mis Bangladesh...,No,Not Hate
3973,R ki jani bollen jamal vai ay jaiga aslo ki kore?  Apnke Football math a Dawat roilo somoy hole ghure asben.....,No,Not Hate
3974,Tor nanir heda Shali tui kemne Jamal Bhuyan k chinos nai seta bol agee ,Yes,Slang
3975,Baal nai cheter bondhuk kande. Tore chinto k ???,Yes,Slang
3976,Amio apnake chintam na etodin,No,Not Hate
3977,Shela apu ki date over ganja khite khite thot kalo kore felso nki,Yes,Appearance
3978,Areehh photo comment off koira rakhse baaaaal,Yes,Slang
3979,ha apni miss bokachoda,Yes,Slang
3980,temon kisu na   k use kore just ektu follower baranor dhanda arki,No,Not Hate
3981,ke chinen na ?uni ajker ei position e ashar joggota uni easily toiri korsen unar er chaite far better option silo seita bad dia ei desher football er unnotir jonno ascen r ha sosta publicity er Kotha bollen apni to janen e na uni La liga te commentary koresen r desh bideshe unar koto fan follower ,No,Not Hate
3982,"Miss Bangladesh o ase ?O my god,Bhai er jonno apnar free publicity hoye gese",No,Not Hate
3983,Ei mohila abr k aj e prothom dekhlm  clown,Yes,Others
3984,Jamal vai apnar nam nesa atai onek apnar jonno abar gan den,No,Not Hate
3985,odi gum jaguii tui,No,Not Hate
3986,hogar mich bangladesh,Yes,Slang
3987,Tmi miss Bangladesh.R tmi National Football er captain chino na. abr ven ven kortiso ,No,Not Hate
3988,Ei Bal ta abr k ?? J Jamal Bhuiyan k niye kotha bole ?,Yes,Slang
3989,Tore miss Bangladesh banaise k ,Yes,Others
3990,Free te famous kore dise tar jonno tnx na diye abar bahaduri dekhaitese hayre Bangali ,No,Not Hate
3991,shawwar moton attitude,Yes,Slang
3992,Bal er miss Bangladesh,Yes,Others
3993,Sob kisu tik ase kintu! Fuck ur motamot!!!,Yes,Others
3994,Apu uni ei position field e khele earn korechen. Uni onar field e performance diyesen,No,Not Hate
3995,"Apni o apnar sector kore jan. Tahole hobe, esob niye dat ber kore video korle position paben na. Happy Apur line baad den.",No,Not Hate
3996,sor magini,Yes,Slang
3997,Bah didi bah,No,Not Hate
3998,Tar jonno publicity pailen Ekhn eita diyaobhoilo na,No,Not Hate
3999,Tai aro publicity paoar khuday decide korlen j tare nia roasting Video banaben,No,Not Hate
4000,Then kisu sosta sympathy niben,Yes,Others
4001,Apnr nam o manus janto na So vai re thnx janan j apne famous hoisen,No,Not Hate
4002,"Jamal bhuaiya ke thanks din, tar jonno apnake cinta parlam.",No,Not Hate
4003,Tui educated hoyle jaa giya bcs cadre hoo...media te bal ar 1ta t-shirt poira ajaira pachal partasos kaa???,Yes,Appearance
4004,Oppps kossa hoice mone hoi,Yes,Others
4005,1st of all who are you??Miss universe bangladesh hoie apni ki ultaisen seta jante iccha kortese???,No,Not Hate
4006,Apni kivabe miss universe hoilen seta niya o amader doubt ache..,No,Not Hate
4007,Jamal bhuyan ar jonno apnaka aj chinlam,No,Not Hate
4008,Mohila bolse tai ki Amon hoay gese ,No,Not Hate
4009,Dur bal 3 min nosto,Yes,Slang
4010,Apu jamal bhai er banglae pblm ache beti bole nai aitai onk,No,Not Hate
4011,"Tumi ke go, akta dori kuai taki forlay, agee kunu din deklam o nah, name o hunlam nah. Akta dori aiya baal upload korillay video Ekta. ",Yes,Others
4012,Ami ajke chin lam,No,Not Hate
4013,Aj e prothom ami apnak chinlam.Jamal Bhuiyan er jonno apnar porichiti barlo..tar kase krittogota sikar kora uchit apnar.,No,Not Hate
4014,Tumi miss heda,Yes,Slang
4015,"Kharap ki , akta promote paiya gelen jamal vai er kase theke  ",No,Not Hate
4016,Kono chintaa koironah amito achi tmr pasee,No,Not Hate
4017,Jamal bhai a dhonnobad den je ami age apnake jantam nh tar jonno janlam apnake  now apni fmz ,No,Not Hate
4018,abalchdoa tui k?,Yes,Slang
4019,"Miss Bangladesh er maia gular brain er capacity eto kharap, ja kichu kichu viral video te dekha jay. Jamal Bhuiya to ghotona ta normally describe korche, even bolchew j oita awkward situation chilo. Taile ehon eidare niya emon kanda kandi ki jonne!",No,Not Hate
4020,Jei na bal.....tmi.....Jamal Bhuiya vi...nam....mukhe nise tate dhonno thako...bonno! ,Yes,Slang
4021,jamal er jonno tore cinlam boin,No,Not Hate
4022,1st time deklam apnare chachi....,No,Not Hate
4023,Choto kry ktha bolar ki korlo dnt knw. Amio apnk chini na.,No,Not Hate
4024,onk karon a celebrity ra j shob place a jan or salon a oi khane o amr o jaoya hy shay kahne apndr behave or attitude ai rokom e thake. Like ami k tmi chino,No,Not Hate
4025,Mane others civilian people der shamne apnara ektu extra vab nen na onno der kintu insult kora hoy,No,Not Hate
4026,Apni ki sotti miss Bangladesh?  ,No,Not Hate
4027,reach barlo na thikase . ,No,Not Hate
4028,moja pailam na,No,Not Hate
4029,Apni Attention seeker lol,Yes,Others
4030,Ai maiya pagol hoiya gese....  Tomi Bangladesh ar football team ar captain ke chino na....... Ar tomi miss Bangladesh .............. Tomi je kemne miss Bangladesh  hoiso bojha hoiya gese.........amar nani o miss Bangladesh,Yes,Others
4031,Jamal Bhuiyan and Shela apur biye chai,No,Not Hate
4032,Bangladesh e ekhon j she miss universe hoye jay ki ekta obostha,No,Not Hate
4033,Apnake ajk 1st time dekhlam apa,No,Not Hate
4034,Age video te 12 k views.. Ar akhn 2m sob viral hoar danda,Yes,Others
4035,Famous hoar try krse and hye gese already,No,Not Hate
4036,"halar pagol chagol diya bangladesh voira geche, ei meye naki miss bangladesh chini o na koi theka asche Allah malum, miss bangladesh konta jeikhane h2o mane restaurant bujhe oita, ei sob aul foul jinis utpadon ei bangladesh ai possible, chillaiya market paon jaibo???",Yes,Others
4037,Uni kobe theke abar miss Bangladesh!! R jamal Bhuiya to apnar nam mantion kore nai. Sobi viral howar dhanda ,No,Not Hate
4038,video ta samne na asle toh jantam i na apni kono ek din bangladeshe er etc hoisen,No,Not Hate
4039,ohe tumi kon cheter bal,Yes,Slang
4040,Jamal Bhuyan thanks bhai 19 er miss bangladesh mohila ta ke porichoi koriye deoar jnno,No,Not Hate
4041,Aida Miss Bangladesh  lol ajky 1st dekhlam... Btw show tar judge silo Kara many apnaky Ai award dilo k,Yes,Others
4042,onar karone apnk chinlm ageh kono somoy dekhi nai jamal bhuyan ke Dhonnobad janan,No,Not Hate
4043,Hayre ei naki miss Bangladesh,No,Not Hate
4044,uni mitta bolar manush na.shudu shudu aise public er attention nite.unu na bolle to public jantao je miss Bangladesh ke,No,Not Hate
4045,Miss Bangladesh.. Chini e to nah xDAr shey eshe bole Jamal bhuyan kmne ei position e ashche ,No,Not Hate
4046,khanki magi re k chine?,Yes,Slang
4047,amar hogar bal ja bhag,Yes,Slang
4048,Miss Bangladesh bole ego diya porichoy dilen keno ,No,Not Hate
4049,Koto taka niso rat thakte tumi jamal vuia ke cheno na,Yes,Others
4050,"R eh bhai k tumi,,, JB na blle toh tmr face tai chntm nah,,,aj JB er jnno famous hoye gelen ",No,Not Hate
4051,Hudai publicity neaor chesta krtecen lav nai Kar loge nejak ceompear krtecen ,No,Not Hate
4052,Husband wife er maramari,No,Not Hate
4053,Aita k nam o toh sunlam na jibone,No,Not Hate
4054,Apnk dhonnobad...nijer porichoi ta nijei die dilen,No,Not Hate
4055,R tumi unar position niye kotha bolo koitte Tumi to uitha ashcho h2o marka show thika tumi abar position niye ki bolo Ajob,Yes,Others
4056,dhur chat er bal,Yes,Slang
4057,Etto lame issue te ......cote gelo,No,Not Hate
4058,tomal tota teo tode na,Yes,Slang
4059,Apa annne mela sunduri apa,No,Not Hate
4060,Abal kotha,Yes,Slang
4061,Tumi Howkkranni...lager wuu ola...Jamal vaiyeto Hasaw koise...,Yes,Appearance
4062,Tore miss Bangladesh Banaise kedai dhurr ajaira jottoshob ,Yes,Others
4063,Aikane to kono disrespect er bepar ei dekrticii na  apnr nam o neinai.  R uni to aro aita bollo je ami aita ki korlam! Aikane apnke choto korar kotha aslo kottheke,No,Not Hate
4064, Shirin Akter Shela O my god miss Banggali,No,Not Hate
4065,Khusi hoisilam karon vabsilam T-20 theke retire korse.Ashay gurobali.,No,Not Hate
4066,Kapurush... Team er kharap shomoy e team k support nah diye nijeke save position e niye jacche...such a shame.,Yes,Slang
4067,valo hobe sob doroner  khela theke nile amin ,No,Not Hate
4068,T20 theke nae na ka,No,Not Hate
4069,Pagoler dolera dite thak react ,No,Not Hate
4070,Madarboard,Yes,Slang
4071,kn tahole or jagay tmi khalte parba ,No,Not Hate
4072,dui rakat nafal namaz pora uchit je ei desh e atleast jonmai nai,No,Not Hate
4073,BD boshundaray ekta proyojon emn ekjon,No,Not Hate
4074,Eida tui....ar hea ekta sotti kotha koi hea rag koris na,No,Not Hate
4075,Umbrella r kahini tao fatafati chilo,No,Not Hate
4076,Nach ta kintu sei chilo,No,Not Hate
4077,"Sotti bolte kano jani amar aktu o hashi pelo na, amnite kintu ami prochur hashi. But aita dekhe aktu o hashi ashlo na.",No,Not Hate
4078,Cheleta mone hoy meye mone korche je... dance step gulo o ladies ladies lagteche..,Yes,Racial
4079,Ai tedy bear ar sob video amer onek valo lage onek cute,No,Not Hate
4080,Video ta dekhar age kanna krte cilam r phn tipte cilam hotath samne aslo kanna rekhe hasa suru krlam ammu vabce ami pagol hoye geci,No,Not Hate
4081,Amare kew emn dress dere vaia . Pran khuila nachi ,No,Not Hate
4082,Ei dress pore amr o erokom dance korte mon cay,No,Not Hate
4083,Er tik tok gulo onk fun..vloi lage..ami sob gulo dekhsi tik tok ,No,Not Hate
4084,Baler sound na dile ki manush hastona,Yes,Slang
4085,Jak onnorokom ekta dance er step pelam ei gaan e,No,Not Hate
4086,Sotii bolte gele khub akta amar hasi payni ,No,Not Hate
4087,Others prank video theke onek valo.. Kichu loker mukhe hasi fota no khub valo..,No,Not Hate
4088,Eta to pura chaina-korean der moto hoice,No,Not Hate
4089,uff vhi sei pani pani gan tar proti amk nafrat koriye dili ,No,Not Hate
4090,pani pani gan er best dance chilo ai ta,No,Not Hate
4091,Onek valo theko tume atota anondo sobaike deoar jonno ,No,Not Hate
4092,Allah go...amk kew doro..hasta Hasta pora galam j,No,Not Hate
4093,School a jawyar por amago ai obostha hoibo ,No,Not Hate
4094,Ami muchki hasi chara kisui dite parlam kn ,No,Not Hate
4095,Joto bar dekhi toto bari e hashi thamate pari na ,No,Not Hate
4096,Amare aktu khobor dilay hoito ami o company ditam,No,Not Hate
4097,Eta dekhlei tor kotha kn mone hy amr allah e janen L,No,Not Hate
4098,Ar por ar vidio te aapni manush ta k dekhte chai. .,No,Not Hate
4099,dosto pani pani song er best dancer ,No,Not Hate
4100,Sob thik chilo but background e hasir sound na dileo hoto.hasir sound diye video ta cringe hoye gese,No,Not Hate
4101,dost tui kin2 joss dance koros.onk khuja khuji korar por paise,No,Not Hate
4102,Ar vidio dakla pata khil laga jai amar ,No,Not Hate
4103,"Kader sathe ki panta bathe geeKhotai gopal , Mr bin R Khotai ei teady r comdey",No,Not Hate
4104,Amar akto hashi pay ni,No,Not Hate
4105,Amader desh amn khub e kom dekha jay othocho bahirer desh gula te park e je kono jaygay amn binodon deyar moto onk tgakr!,No,Not Hate
4106,"BAh bah marattok dancer ,sei hoise,purai josss. Sei vabe komor dulaise ",Yes,Sexual
4107,Marsafe ekta Kotar bassa.,Yes,Slang
4108,Onek mojar. But manus take dhekta dhawya amr nispap mon.,No,Not Hate
4109,First Ami kono video dakia hassi Mon kuly ,No,Not Hate
4110,Ami onek share  koreci,No,Not Hate
4111,Amr fvrt vdo mddy akth,No,Not Hate
4112,Halarput last a lathi ta sei hoica gura kimri bair koira dise,Yes,Slang
4113,Oi gula tato ami akdin vedio daka banaisilam kauha jaina amr ammue ar voia kub kosto kora kaisiam,No,Not Hate
4114,Xm diye amr chokh nosto hye gese ,No,Not Hate
4115,"Asole e din din kharap hoia jaytase, ki korbo koo na mind Valo korber kano pari na ",No,Not Hate
